date,volume,turnover,open,high,low,close,change,transaction
2010-09-01,7202.002,3151804876,436.5,440.5,433.0,437.5,1.0,4300
2010-09-02,5905.866,2623924370,445.0,445.5,441.5,445.0,7.5,4602
2010-09-03,20590.725,9694807375,452.0,476.0,452.0,475.0,30.0,13322
2010-09-06,10207.503,4897053931,480.5,484.0,475.0,477.0,2.0,7594
2010-09-07,7497.663,3587065099,480.5,483.0,472.0,472.0,-5.0,5859
2010-09-08,6757.636,3187974148,473.0,479.5,467.0,467.0,-5.0,5163
2010-09-09,6984.236,3260046108,470.0,474.5,461.5,461.5,-5.5,5111
2010-09-10,8254.724,3869266400,466.0,476.0,460.0,475.0,13.5,6133
2010-09-13,9155.676,4384171480,479.5,483.0,472.0,480.0,5.0,6902
2010-09-14,14946.723,7341242655,484.5,498.5,484.5,485.0,5.0,10522
2010-09-15,13711.831,6634068711,492.0,494.0,476.5,478.0,-7.0,9603
2010-09-16,8188.349,3893532624,478.0,479.5,470.5,475.0,-3.0,5466
2010-09-17,12130.911,5846814869,480.0,488.5,475.0,478.5,3.5,7508
2010-09-20,6068.474,2883121650,476.0,477.5,473.0,473.5,-5.0,3867
2010-09-21,8682.27,4129364480,475.5,483.0,472.0,472.0,-1.5,5987
2010-09-23,10978.2,5124370258,472.0,472.0,464.0,465.0,-7.0,7196
2010-09-24,17365.454,7863727676,460.0,463.5,445.0,446.0,-19.0,12257
2010-09-27,8431.962,3800961824,450.0,455.0,446.5,452.0,6.0,6214
2010-09-28,8342.859,3819591505,454.0,463.0,454.0,454.5,2.5,6066
2010-09-29,9429.581,4255493912,458.0,458.5,448.0,449.0,-5.5,6321
2010-09-30,10386.104,4608119234,451.0,452.0,438.0,439.0,-10.0,7281
