date,volume,turnover,open,high,low,close,change,transaction
2016-10-03,4490.496,1083313536,241.0,243.0,240.0,241.0,1.5,2397
2016-10-04,5478.147,1329608721,243.0,244.5,241.0,243.0,2.0,3510
2016-10-05,7276.034,1792519648,241.5,248.0,241.5,247.0,4.0,4464
2016-10-06,12143.585,2946762939,243.0,244.0,241.5,243.5,-3.5,5935
2016-10-07,6497.24,1561433326,242.0,242.5,239.0,241.0,-2.5,3915
2016-10-11,5968.429,1436229389,243.0,243.0,239.0,241.0,0.0,3845
2016-10-12,5389.75,1289534000,240.0,240.5,237.5,240.0,-1.0,3006
2016-10-13,8155.434,1940507270,239.0,239.5,237.0,237.5,-2.5,3833
2016-10-14,6640.03,1568410190,236.5,238.0,235.0,236.5,-1.0,3738
2016-10-17,5826.025,1396793500,236.5,241.5,236.5,241.0,4.5,3367
2016-10-18,3931.393,943326880,242.0,242.0,238.0,240.0,-1.0,2229
2016-10-19,3311.826,793091914,240.0,241.0,238.0,238.0,-2.0,2340
2016-10-20,3761.396,893316852,237.0,240.0,236.0,236.0,-2.0,2853
2016-10-21,4230.679,999882244,236.0,238.5,235.5,235.5,-0.5,2223
2016-10-24,3233.601,769789538,237.0,239.0,236.5,238.0,2.5,2267
2016-10-25,5863.365,1425177330,245.0,245.0,241.0,243.0,5.0,3763
2016-10-26,2903.886,699747140,242.5,242.5,240.0,240.5,-2.5,2159
2016-10-27,2097.333,502855748,240.5,242.0,238.5,239.0,-1.5,1600
2016-10-28,3397.347,805923586,239.0,239.0,236.0,237.5,-1.5,2308
2016-10-31,4405.99,1056618596,237.0,241.0,237.0,240.0,2.5,2750
