date,volume,turnover,open,high,low,close,change,transaction
2017-09-01,4456.924,1215746582,274.5,274.5,271.0,272.0,1.5,3141
2017-09-04,2430.05,656681550,270.5,271.5,268.5,271.0,-1.0,1632
2017-09-05,6996.464,1928261666,272.5,279.5,271.0,279.5,8.5,4266
2017-09-06,8306.773,2273461529,278.5,278.5,271.0,271.5,-8.0,4960
2017-09-07,5654.648,1544809566,271.5,277.5,271.5,272.5,1.0,3922
2017-09-08,5455.804,1494113296,275.5,276.0,271.0,274.5,2.0,3655
2017-09-11,6872.066,1908672414,276.0,279.5,275.0,279.0,4.5,4716
2017-09-12,6680.35,1853776600,282.0,283.0,275.0,275.5,-3.5,4363
2017-09-13,5216.271,1436642277,277.0,277.5,273.0,275.0,-0.5,2860
2017-09-14,17883.006,5096531487,272.5,294.5,272.5,287.0,12.0,11791
2017-09-15,13537.831,3954488071,294.0,294.5,290.0,292.0,5.0,7331
2017-09-18,7244.717,2149963734,299.5,302.0,292.5,292.5,0.5,5322
2017-09-19,6989.117,2058433096,295.5,297.5,292.0,293.0,0.5,4022
2017-09-20,9508.483,2749796167,292.0,294.0,282.5,290.0,-3.0,5975
2017-09-21,6684.869,1949165148,285.0,294.5,285.0,293.5,3.5,4198
2017-09-22,4820.035,1391933545,293.5,294.5,286.0,286.0,-7.5,3418
2017-09-25,4729.144,1350910487,286.0,290.0,281.0,285.5,-0.5,3353
2017-09-26,3600.978,1027922296,285.5,289.0,282.0,282.0,-3.5,2303
2017-09-27,7978.649,2293470825,285.0,290.0,284.5,287.5,5.5,4490
2017-09-28,8682.612,2526811342,289.0,294.0,288.0,291.0,3.5,5767
2017-09-29,7880.675,2263523314,290.0,291.0,284.5,284.5,-6.5,4794
2017-09-30,2905.4,841745688,286.0,291.5,286.0,291.5,7.0,2109
