date,volume,turnover,open,high,low,close,change,transaction
2012-06-01,34081.732,504679061,14.6,15.1,14.55,14.55,-0.1,6723
2012-06-04,21556.456,302069684,14.2,14.3,13.8,14.0,-0.55,5684
2012-06-05,17473.361,247140702,14.2,14.4,13.95,14.05,0.05,4034
2012-06-06,7642.435,108629710,14.2,14.35,14.05,14.3,0.25,2060
2012-06-07,8131.739,117212501,14.5,14.5,14.35,14.4,0.1,2307
2012-06-08,7218.189,104374809,14.4,14.5,14.3,14.5,0.1,1686
2012-06-11,7256.197,107063266,14.9,14.9,14.55,14.7,0.2,2038
2012-06-12,3934.0,57637850,14.5,14.8,14.5,14.75,0.05,1354
2012-06-13,5240.917,77352711,14.75,14.9,14.65,14.8,0.05,1399
2012-06-14,6633.299,99045692,14.8,15.05,14.7,15.0,0.2,1787
2012-06-15,8823.592,133641891,15.05,15.3,15.0,15.15,0.15,2305
2012-06-18,14848.49,233092780,15.45,15.9,15.4,15.6,0.45,3529
2012-06-19,11883.74,186464725,15.6,15.95,15.45,15.5,-0.1,2425
2012-06-20,6086.788,94650906,15.65,15.7,15.4,15.55,0.05,1753
2012-06-21,5611.008,87341416,15.65,15.7,15.3,15.55,0.0,1367
2012-06-22,5254.748,81375160,15.55,15.6,15.35,15.5,-0.05,1486
2012-06-25,8889.104,136801429,15.5,15.5,15.25,15.3,-0.2,2756
2012-06-26,4739.214,72113205,15.25,15.4,15.1,15.1,-0.2,1356
2012-06-27,9501.197,147248637,15.2,15.65,15.15,15.6,0.5,2319
2012-06-28,7822.741,121582346,15.7,15.75,15.35,15.5,-0.1,1739
2012-06-29,19092.571,302983936,15.6,16.1,15.4,16.1,0.6,3769
