date,volume,turnover,open,high,low,close,change,transaction
2013-11-01,6324.438,108241039,17.3,17.35,17.0,17.0,-0.3,810
2013-11-04,1679.474,28694758,17.0,17.15,17.0,17.1,0.1,514
2013-11-05,3821.368,65209474,17.1,17.15,17.0,17.05,-0.05,756
2013-11-06,3361.931,57286989,17.1,17.15,17.0,17.0,-0.05,747
2013-11-07,1338.569,22784127,17.0,17.1,17.0,17.05,0.05,456
2013-11-08,3632.371,61760710,17.0,17.1,16.95,17.0,-0.05,655
2013-11-11,2833.943,48056277,17.0,17.05,16.9,16.95,-0.05,764
2013-11-12,1720.748,29313225,17.0,17.1,17.0,17.0,0.05,757
2013-11-13,3369.24,56952071,17.0,17.05,16.7,16.9,-0.1,922
2013-11-14,6522.785,109347257,16.9,16.9,16.7,16.7,-0.2,1568
2013-11-15,4645.014,77979968,16.7,16.9,16.65,16.9,0.2,959
2013-11-18,3752.627,63208240,16.9,16.95,16.8,16.85,-0.05,892
2013-11-19,5376.039,90851039,16.8,17.0,16.8,16.9,0.05,1069
2013-11-20,2138.935,36220543,16.9,17.0,16.85,16.9,0.0,786
2013-11-21,4397.267,73835903,16.95,16.95,16.7,16.75,-0.15,976
2013-11-22,3899.223,65329799,16.75,16.9,16.7,16.7,-0.05,927
2013-11-25,5614.491,96378363,16.8,17.35,16.75,17.2,0.5,1411
2013-11-26,6907.571,119342617,17.25,17.4,17.05,17.25,0.05,1834
2013-11-27,7754.876,134001543,17.3,17.4,17.1,17.35,0.1,1869
2013-11-28,9622.377,168083513,17.4,17.65,17.25,17.3,-0.05,2853
2013-11-29,7600.819,133218667,17.5,17.6,17.4,17.5,0.2,1969
