date,volume,turnover,open,high,low,close,change,transaction
2016-05-03,9711.627,591944096,61.6,61.6,60.7,60.75,-0.85,4271
2016-05-04,14504.138,873689263,60.75,60.85,59.8,60.1,-0.65,5844
2016-05-05,14591.369,873837755,60.1,60.25,59.65,60.2,0.1,4651
2016-05-06,22004.644,1312341590,60.0,60.0,59.45,59.7,-0.5,4243
2016-05-09,14499.071,865314510,59.9,60.0,59.4,59.7,0.0,3032
2016-05-10,13152.643,786853240,59.7,60.2,59.4,60.0,0.3,3771
2016-05-11,19053.55,1140114831,60.2,60.3,59.55,59.85,-0.15,4160
2016-05-12,13397.317,801007370,59.7,60.0,59.65,59.8,-0.05,2080
2016-05-13,29668.619,1756484413,59.55,59.55,59.0,59.15,-0.65,6218
2016-05-16,6645.541,395168030,59.15,59.7,59.1,59.6,0.45,1544
2016-05-17,12344.892,736147664,59.65,60.1,59.25,60.05,0.45,2582
2016-05-18,8579.957,512035693,59.7,60.0,59.25,59.95,-0.1,2036
2016-05-19,8050.497,479673191,60.0,60.05,59.3,59.65,-0.3,1960
2016-05-20,8126.104,487897879,59.85,60.3,59.6,60.0,0.35,2303
2016-05-23,21664.315,1324826930,60.1,62.0,59.85,62.0,2.0,5021
2016-05-24,6417.84,395104208,61.75,61.85,61.35,61.35,-0.65,1841
2016-05-25,25858.751,1604437512,61.75,62.25,61.75,62.0,0.65,3726
2016-05-26,26044.897,1616085071,62.05,62.15,61.8,62.15,0.15,2207
2016-05-27,25759.714,1608299432,62.4,62.65,62.2,62.6,0.45,3211
2016-05-30,26912.233,1692323404,62.6,63.35,62.5,63.15,0.55,3555
2016-05-31,8678.987,547637441,63.05,63.35,62.8,63.15,0.0,2005
