date,volume,turnover,open,high,low,close,change,transaction
2022-07-01,36878.756,4168809309,115.65,115.65,111.2,111.55,-4.25,51585
2022-07-04,27456.531,3044859233,111.25,112.2,110.0,110.45,-1.1,28717
2022-07-05,17050.908,1887614040,112.55,112.95,109.0,111.0,0.55,21122
2022-07-06,16720.163,1831687490,111.0,111.05,108.45,108.85,-2.15,28951
2022-07-07,13797.274,1529508284,109.45,112.15,108.55,112.1,3.25,13307
2022-07-08,10632.316,1204020139,113.3,113.9,112.3,113.25,1.15,13149
2022-07-11,8031.808,904913578,113.65,113.7,111.85,112.25,-1.0,12407
2022-07-12,12036.545,1321731606,110.95,110.95,109.15,109.55,-2.7,20560
2022-07-13,25339.925,2868407778,113.0,113.65,112.6,113.45,3.9,18017
2022-07-14,15117.665,1713783782,112.7,114.25,111.8,114.0,0.55,12765
2022-07-15,19084.676,2192351516,114.6,115.65,113.75,115.5,1.5,16864
2022-07-18,22677.308,2593194353,114.65,114.85,113.95,114.2,0.0,21124
2022-07-19,13479.392,1540004175,113.95,114.65,113.6,114.3,0.1,13416
2022-07-20,17257.016,1993667626,115.85,116.2,114.7,115.05,0.75,15086
2022-07-21,9016.5,1043315930,115.4,116.35,115.0,116.35,1.3,8960
2022-07-22,15904.768,1855616035,116.6,117.2,116.3,116.8,0.45,13658
2022-07-25,10845.215,1264021428,116.3,116.95,116.0,116.7,-0.1,13409
2022-07-26,13077.161,1513988792,116.6,116.6,115.3,115.65,-1.05,16321
2022-07-27,8102.634,939120906,115.5,116.7,115.15,116.7,1.05,6945
2022-07-28,8557.891,1004795134,117.85,117.95,116.9,116.9,0.2,8632
2022-07-29,8291.615,979364354,118.15,118.5,117.65,118.0,1.1,8204
