date,volume,turnover,open,high,low,close,change,transaction
2012-10-01,4006.626,219963051,55.0,55.1,54.75,55.0,-0.15,989
2012-10-02,6552.98,361735377,55.1,55.35,54.95,55.25,0.25,1438
2012-10-03,3633.269,200292280,55.25,55.3,54.9,55.0,-0.25,950
2012-10-04,8104.245,444745214,55.0,55.1,54.5,55.05,0.05,1871
2012-10-05,11700.336,645230092,55.0,55.3,55.0,55.1,0.05,1497
2012-10-08,9556.106,522839691,55.0,55.05,54.55,54.65,-0.45,1440
2012-10-09,8493.25,463363288,54.75,54.75,54.4,54.4,-0.25,1469
2012-10-11,30659.151,1639203857,53.7,53.7,53.2,53.3,-1.1,4471
2012-10-12,16268.409,864868772,53.3,53.4,52.9,53.15,-0.15,2406
2012-10-15,10241.646,543892789,53.05,53.25,53.0,53.25,0.1,1814
2012-10-16,8036.901,429366923,53.4,53.5,53.3,53.5,0.25,2023
2012-10-17,16203.149,867885159,53.9,53.9,53.3,53.4,-0.1,2578
2012-10-18,11622.262,623288652,53.7,53.8,53.45,53.65,0.25,1356
2012-10-19,16779.789,892422559,53.6,53.6,53.05,53.25,-0.4,2756
2012-10-22,13005.865,684719192,52.6,52.9,52.4,52.9,-0.35,2780
2012-10-23,30800.049,1627934463,52.9,53.1,52.65,52.9,0.0,3071
2012-10-24,18503.895,939184120,50.55,51.0,50.45,51.0,0.0,4736
2012-10-25,20563.12,1042608341,50.95,50.95,50.45,50.5,-0.5,3878
2012-10-26,26363.027,1323238227,50.7,50.75,49.87,49.91,-0.59,5996
2012-10-29,15100.152,755045077,49.99,50.2,49.87,50.0,0.09,4446
2012-10-30,12686.436,639301004,50.3,50.65,50.2,50.45,0.45,2234
2012-10-31,6854.134,345541815,50.7,50.7,50.2,50.4,-0.05,1963
