date,volume,turnover,open,high,low,close,change,transaction
2014-12-01,50115.832,7018698480,139.0,142.0,138.5,140.0,-1.5,10157
2014-12-02,54781.433,7590847994,139.5,139.5,137.5,137.5,-2.5,10491
2014-12-03,40184.369,5545743422,137.5,139.0,136.5,138.0,0.5,8120
2014-12-04,28276.455,3935004245,139.0,140.0,138.5,139.0,1.0,5776
2014-12-05,29431.871,4053430541,138.5,139.5,137.0,137.5,-1.5,9981
2014-12-08,19854.469,2733903222,138.0,138.5,137.0,138.0,0.5,6184
2014-12-09,31926.886,4410027018,138.0,139.0,137.5,138.0,0.0,6676
2014-12-10,39845.261,5453042098,138.0,139.0,136.0,136.0,-2.0,10748
2014-12-11,41669.26,5634712500,135.0,136.0,134.5,134.5,-1.5,9443
2014-12-12,31504.393,4253680055,135.0,136.0,134.5,135.0,0.5,7465
2014-12-15,45196.692,6123590832,134.5,136.5,134.5,136.0,1.0,8533
2014-12-16,41273.42,5519760280,134.5,135.5,133.0,133.0,-3.0,10345
2014-12-17,84670.25,11100215420,133.0,133.0,130.0,130.5,-2.5,18863
2014-12-18,51896.344,6846354408,132.0,133.0,131.0,131.5,1.0,11210
2014-12-19,44591.655,6082343984,134.5,138.0,134.0,138.0,6.5,15558
2014-12-22,34995.859,4843397632,137.5,140.0,137.0,138.5,0.5,9339
2014-12-23,19157.682,2646448245,139.0,140.0,137.0,137.5,-1.0,6678
2014-12-24,16722.021,2300669398,136.0,138.0,136.0,138.0,0.5,4405
2014-12-25,7392.192,1015532329,137.0,138.0,137.0,137.5,-0.5,1860
2014-12-26,13183.543,1817851477,138.0,139.0,137.0,139.0,1.5,3404
2014-12-27,4823.202,666171960,139.0,139.0,137.5,138.5,-0.5,1195
2014-12-29,35075.381,4920594840,138.0,141.0,138.0,141.0,2.5,11085
2014-12-30,23590.171,3300430060,141.0,141.5,139.0,140.0,-1.0,7579
2014-12-31,18351.769,2570413160,139.0,141.0,139.0,141.0,1.0,5953
