date,volume,turnover,open,high,low,close,change,transaction
2021-07-01,18719.706,11116195742,596.0,597.0,591.0,593.0,-2.0,20565
2021-07-02,19633.718,11562140245,590.0,593.0,587.0,588.0,-5.0,24056
2021-07-05,30274.105,17957255325,588.0,597.0,588.0,591.0,3.0,21836
2021-07-06,13830.591,8185167307,595.0,596.0,589.0,592.0,1.0,15751
2021-07-07,17329.148,10250342169,590.0,594.0,588.0,594.0,2.0,18023
2021-07-08,21596.183,12733045117,595.0,595.0,588.0,588.0,-6.0,23352
2021-07-09,30602.492,17821338170,582.0,585.0,580.0,584.0,-4.0,51232
2021-07-12,33011.596,19612592644,595.0,597.0,590.0,593.0,9.0,28636
2021-07-13,54894.335,33158730436,600.0,608.0,599.0,607.0,14.0,60121
2021-07-14,39670.241,24276719505,613.0,615.0,608.0,613.0,6.0,43173
2021-07-15,23057.868,14117908308,613.0,614.0,608.0,614.0,1.0,29913
2021-07-16,61882.128,36562482701,591.0,595.0,588.0,589.0,-25.0,86192
2021-07-19,43248.966,25135531384,583.0,584.0,578.0,582.0,-7.0,86753
2021-07-20,16352.855,9502338666,579.0,584.0,579.0,581.0,-1.0,27956
2021-07-21,26476.215,15440430690,586.0,586.0,580.0,585.0,4.0,32757
2021-07-22,27075.95,16014166571,589.0,594.0,587.0,591.0,6.0,23365
2021-07-23,15705.191,9206201715,592.0,592.0,583.0,585.0,-6.0,23635
2021-07-26,22442.745,13089591086,591.0,591.0,580.0,580.0,-5.0,37826
2021-07-27,18925.325,10997959654,581.0,584.0,580.0,580.0,0.0,20197
2021-07-28,39744.486,22884618824,576.0,579.0,573.0,579.0,-1.0,75078
2021-07-29,25014.772,14525643464,585.0,585.0,577.0,583.0,4.0,26868
2021-07-30,26141.286,15170421873,581.0,582.0,578.0,580.0,-3.0,16353
