date,volume,turnover,open,high,low,close,change,transaction
2018-12-03,49612.186,11579966474,231.0,235.0,231.0,235.0,9.5,19747
2018-12-04,41947.162,9791147799,233.0,234.5,231.0,234.0,-1.0,12545
2018-12-05,45634.576,10316394736,226.5,227.5,225.0,226.0,-8.0,15703
2018-12-06,40181.112,8853295746,220.0,222.0,219.5,220.0,-6.0,15702
2018-12-07,31997.568,7097739916,222.5,223.5,220.5,221.0,1.0,8315
2018-12-10,26229.461,5744814170,219.5,220.0,218.5,219.0,-2.0,8650
2018-12-11,27395.22,6067551383,220.0,223.0,219.0,222.5,3.5,8509
2018-12-12,32926.379,7418108779,223.5,227.0,222.5,226.5,4.0,9117
2018-12-13,32433.141,7345479366,227.0,227.5,225.0,226.0,-0.5,8635
2018-12-14,43226.159,9570070114,223.0,223.5,220.5,222.5,-3.5,10454
2018-12-17,18964.952,4229977248,221.0,225.0,220.0,223.5,1.0,6449
2018-12-18,30270.541,6713448829,221.0,223.0,220.5,222.5,-1.0,10521
2018-12-19,23415.082,5255393450,222.0,225.5,222.0,225.5,3.0,7875
2018-12-20,38697.116,8573665030,221.0,222.5,221.0,221.0,-4.5,10528
2018-12-21,46947.532,10401202852,219.0,224.0,219.0,223.5,2.5,9554
2018-12-22,5185.247,1145814834,220.0,221.5,220.0,221.5,-2.0,2229
2018-12-24,23376.1,5151549100,221.5,221.5,219.5,220.0,-1.5,6122
2018-12-25,19402.777,4198767163,215.5,218.0,215.0,217.5,-2.5,8065
2018-12-26,16893.259,3678108462,218.5,219.5,216.0,216.5,-1.0,6998
2018-12-27,21915.484,4874845852,222.0,224.0,220.5,223.0,6.5,9531
2018-12-28,30156.773,6762447425,223.5,225.5,222.5,225.5,2.5,10247
