date,volume,turnover,open,high,low,close,change,transaction
2018-10-01,618.018,10375601,16.85,16.85,16.7,16.75,0.05,274
2018-10-02,523.151,8770885,16.8,16.85,16.7,16.75,0.0,255
2018-10-03,645.551,10824745,16.75,16.85,16.7,16.7,-0.05,372
2018-10-04,959.768,15971147,16.7,16.75,16.55,16.6,-0.1,432
2018-10-05,1756.414,28882468,16.7,16.7,16.3,16.3,-0.3,763
2018-10-08,1037.499,16762782,16.2,16.3,15.9,16.1,-0.2,491
2018-10-09,1125.5,18258998,16.1,16.3,16.1,16.2,0.1,539
2018-10-11,2431.62,37677189,15.6,15.7,15.3,15.4,-0.8,1187
2018-10-12,1466.499,22734008,15.25,15.8,15.2,15.7,0.3,735
2018-10-15,1533.174,24096538,15.7,16.05,15.45,16.05,0.35,869
2018-10-16,1182.248,18838752,16.15,16.15,15.8,15.85,-0.2,489
2018-10-17,792.377,12536798,16.0,16.0,15.65,15.65,-0.2,413
2018-10-18,2110.755,33745114,15.7,16.25,15.65,16.15,0.5,905
2018-10-19,1141.62,18368101,16.15,16.3,15.9,15.95,-0.2,621
2018-10-22,1062.434,17232323,16.1,16.35,15.95,16.3,0.35,527
2018-10-23,848.25,13685074,16.4,16.4,16.0,16.1,-0.2,497
2018-10-24,751.924,12138214,16.1,16.3,15.85,16.25,0.15,520
2018-10-25,555.326,8782882,15.85,15.95,15.75,15.9,-0.35,300
2018-10-26,1122.255,17570464,16.0,16.0,15.5,15.8,-0.1,544
2018-10-29,1163.235,17863876,15.75,15.75,15.2,15.4,-0.4,802
2018-10-30,1234.5,18619799,15.4,15.4,15.0,15.1,-0.3,591
2018-10-31,1267.207,19170487,15.2,15.25,15.05,15.1,0.0,656
