date,volume,turnover,open,high,low,close,change,transaction
2018-11-01,16931.776,1818940891,108.5,108.5,107.0,107.0,-2.5,5393
2018-11-02,31311.728,3302388469,107.0,107.0,104.5,106.0,-1.0,13290
2018-11-05,10322.127,1086386495,105.5,106.0,105.0,105.5,-0.5,5912
2018-11-06,6923.852,732542206,105.5,106.5,105.0,106.0,0.5,3404
2018-11-07,7328.952,782808864,106.0,107.0,106.0,107.0,1.0,3184
2018-11-08,7037.932,754489163,107.0,107.5,107.0,107.0,0.0,3122
2018-11-09,3425.196,367157972,107.0,107.5,106.5,107.0,0.0,2184
2018-11-12,6529.612,698636984,107.0,107.5,106.5,106.5,-0.5,2159
2018-11-13,7318.324,776894668,106.0,107.0,105.5,107.0,0.5,2940
2018-11-14,5348.291,571123637,107.0,107.0,106.5,107.0,0.0,2599
2018-11-15,10448.823,1114624438,107.5,108.0,106.0,107.0,0.0,3643
2018-11-16,8161.044,866801141,107.0,107.0,106.0,106.0,-1.0,3379
2018-11-19,8596.639,914398513,106.5,107.0,106.0,106.5,0.5,3934
2018-11-20,3583.586,382160702,106.5,107.0,106.0,107.0,0.5,1602
2018-11-21,9920.679,1060672653,106.5,107.5,106.0,107.0,0.0,2931
2018-11-22,3891.043,417604101,107.0,107.5,106.5,107.5,0.5,1935
2018-11-23,6703.959,720406073,107.5,108.0,107.0,108.0,0.5,3281
2018-11-26,7563.459,813728300,107.5,108.0,107.0,107.5,-0.5,2896
2018-11-27,4942.661,530252528,107.5,108.0,107.0,107.5,0.0,1774
2018-11-28,9827.267,1053127180,107.5,108.0,106.5,107.5,0.0,4393
2018-11-29,7897.401,845706407,108.0,108.0,106.5,106.5,-1.0,3983
2018-11-30,14284.384,1529080088,107.0,107.5,106.5,107.0,0.5,3529
