date,volume,turnover,open,high,low,close,change,transaction
2019-04-01,16714.913,1838923930,109.5,110.5,109.0,110.5,1.0,5380
2019-04-02,11111.665,1220298761,110.0,110.5,109.5,109.5,-1.0,2609
2019-04-03,5752.629,627549561,110.0,110.0,108.5,108.5,-1.0,2313
2019-04-08,8115.608,881413772,108.5,109.0,108.5,108.5,0.0,3072
2019-04-09,5192.82,565942880,108.5,109.5,108.5,109.5,1.0,3140
2019-04-10,6204.39,677779144,109.0,109.5,108.5,109.5,0.0,3430
2019-04-11,8660.871,942251939,109.0,109.5,108.5,109.0,-0.5,3991
2019-04-12,7322.669,799416421,108.5,109.5,108.5,109.5,0.5,3217
2019-04-15,5801.469,634838272,109.0,110.0,109.0,109.5,0.0,2792
2019-04-16,4773.086,523474882,109.0,110.0,109.0,110.0,0.5,2740
2019-04-17,4907.393,538492004,110.0,110.0,109.5,109.5,-0.5,2580
2019-04-18,7418.175,814874229,109.5,110.0,109.0,110.0,0.5,2861
2019-04-19,3916.816,429617818,110.0,110.0,109.5,109.5,-0.5,1872
2019-04-22,3223.439,354491790,110.0,110.5,109.5,110.0,0.5,2380
2019-04-23,3791.782,418058520,110.0,110.5,109.5,110.5,0.5,1353
2019-04-24,7418.638,818590965,110.0,110.5,110.0,110.5,0.0,3333
2019-04-25,3964.4,437705657,110.5,111.0,110.0,110.5,0.0,1961
2019-04-26,6580.8,727665361,110.5,111.0,110.0,110.5,0.0,1870
2019-04-29,4857.669,537919390,110.5,111.0,110.0,111.0,0.5,2040
2019-04-30,10679.394,1184336154,111.0,111.5,110.5,111.0,0.0,5062
