date,volume,turnover,open,high,low,close,change,transaction
2013-04-01,2796.87,259543310,92.8,93.0,92.6,93.0,0.2,1568
2013-04-02,3902.971,362964256,93.0,93.1,92.7,93.1,0.1,1655
2013-04-03,4429.687,412196593,93.1,93.2,92.8,93.1,0.0,1725
2013-04-08,6671.767,616565631,92.5,92.6,92.3,92.3,-0.8,3057
2013-04-09,5801.941,535387690,92.3,92.5,92.1,92.3,0.0,2000
2013-04-10,6591.122,609003554,92.8,92.8,92.1,92.3,0.0,2578
2013-04-11,5935.824,549512395,92.3,92.9,92.2,92.9,0.6,2124
2013-04-12,6217.967,578347176,93.0,93.2,92.9,93.2,0.3,2773
2013-04-15,3801.04,354229694,93.2,93.3,93.0,93.3,0.1,2002
2013-04-16,6107.907,569690781,92.5,93.6,92.5,93.6,0.3,2634
2013-04-17,6417.104,600286901,93.6,93.7,93.3,93.6,0.0,2723
2013-04-18,4465.885,416952662,93.5,93.6,93.1,93.2,-0.4,1916
2013-04-19,3505.048,327827758,93.6,93.7,93.2,93.6,0.4,1712
2013-04-22,3906.699,366068148,93.6,93.8,93.5,93.8,0.2,1828
2013-04-23,3942.072,369514611,93.8,93.9,93.6,93.9,0.1,2115
2013-04-24,5741.922,538603338,93.9,94.0,93.6,93.8,-0.1,2191
2013-04-25,4381.791,411040251,94.0,94.0,93.7,93.8,0.0,1952
2013-04-26,6321.836,594249286,93.9,94.1,93.9,94.1,0.3,2679
2013-04-29,4661.852,438991518,94.1,94.5,93.8,94.5,0.4,2019
2013-04-30,8530.911,805649586,94.5,94.8,93.8,93.8,-0.7,3501
