date,volume,turnover,open,high,low,close,change,transaction
2012-11-01,51518.326,4584293330,88.7,90.5,87.7,89.8,1.1,18746
2012-11-02,27062.321,2419545738,90.4,90.4,88.6,88.6,-1.2,10408
2012-11-05,28743.045,2526800345,88.3,89.0,87.1,87.5,-1.1,10892
2012-11-06,32990.014,2934297693,88.5,89.8,88.0,89.8,2.3,13516
2012-11-07,41644.461,3744140463,89.8,90.5,89.2,90.3,0.5,14993
2012-11-08,52522.783,4721673383,89.8,90.9,88.9,90.9,0.6,15715
2012-11-09,50619.174,4605603948,90.2,92.0,89.8,91.4,0.5,19322
2012-11-12,41073.664,3694700973,90.9,90.9,89.3,90.0,-1.4,14911
2012-11-13,32636.678,2893059933,90.0,90.3,87.5,87.7,-2.3,14712
2012-11-14,49415.515,4451408571,90.3,90.8,89.5,89.8,2.1,17581
2012-11-15,31085.266,2801030054,89.4,90.5,89.4,90.1,0.3,11919
2012-11-16,30927.835,2785748099,90.3,90.8,89.2,89.7,-0.4,12544
2012-11-19,16175.693,1452055977,90.3,90.4,89.2,89.2,-0.5,6634
2012-11-20,20088.742,1808320685,90.6,90.6,89.6,89.9,0.7,8925
2012-11-21,28643.004,2544290314,89.9,90.5,88.6,89.1,-0.8,9425
2012-11-22,16370.439,1461674171,90.0,90.0,89.0,89.0,-0.1,7282
2012-11-23,61070.027,5565745238,90.0,92.0,89.8,92.0,3.0,25273
2012-11-26,43590.756,4054035589,93.0,93.7,92.6,92.8,0.8,17451
2012-11-27,31119.911,2884617850,92.8,93.0,92.3,92.8,0.0,11574
2012-11-28,49482.68,4597226140,92.4,93.4,92.1,93.3,0.5,14963
2012-11-29,58324.49,5465129976,93.7,94.4,92.9,93.0,-0.3,18510
2012-11-30,48623.098,4553577314,93.5,94.3,93.1,93.2,0.2,16103
